konto 1 (Doris Kruth, id 4111194444, kundnr 1): 499150.0
konto 3908 (Sofi Elsa Efternamn1188, id 197605159404, kundnr 3908): 325010.0
konto 3909 (Anders A Agaton Efternamn1035, id 197606022395, kundnr 3909): 215006.0
konto 3910 (Ingrid Efternamn2704, id 197606192388, kundnr 3910): 215028.0
konto 3911 (Yoko Efternamn1652, id 197606252380, kundnr 3911): 212104.0
konto 3912 (Evelin Efternamn1769, id 197607082380, kundnr 3912): 324024.0
konto 3913 (Filiph Edwin Efternamn3235, id 197607122392, kundnr 3913): 212104.0
konto 3914 (Ingela Efternamn1188, id 197607252389, kundnr 3914): 324024.0
konto 3915 (Dilla Efternamn1369, id 197607262388, kundnr 3915): 215028.0
konto 3916 (Fabian Daniel Efternamn1803, id 197608262395, kundnr 3916): 212104.0
konto 3917 (Lovisa Efternamn2773, id 197609292383, kundnr 3917): 215028.0
konto 3918 (Rickard Efternamn2188, id 197610182391, kundnr 3918): 212104.0
konto 3919 (Enzo Maximus Efternamn2030, id 197610212396, kundnr 3919): 215028.0
konto 3920 (Märta Efternamn1020, id 197611092383, kundnr 3920): 215028.0
konto 3921 (Tarkan Efternamn2032, id 197611142394, kundnr 3921): 215028.0
konto 3922 (Sam Efternamn3697, id 197612032396, kundnr 3922): 215028.0
konto 3923 (Anja Efternamn2033, id 197612252382, kundnr 3923): 215028.0
konto 3924 (Ester Efternamn3045, id 197701022381, kundnr 3924): 215032.0
konto 3925 (Magnus Efternamn2178, id 197701202397, kundnr 3925): 215006.0
konto 3926 (Alma Efternamn3248, id 197701302387, kundnr 3926): 325010.0
konto 3927 (Anna Efternamn2836, id 200112132386, kundnr 3927): 215028.0
konto 3928 (Minna Efternamn1455, id 200203162383, kundnr 3928): 215028.0
konto 3929 (Zack Marius Efternamn1426, id 200203192398, kundnr 3929): 212104.0
konto 3930 (Mohammed Efternamn1042, id 200208262394, kundnr 3930): 212104.0
konto 3931 (Linda Efternamn3527, id 200211232384, kundnr 3931): 212104.0
konto 3932 (Mary Alice Efternamn3968, id 200212262380, kundnr 3932): 215020.0
konto 3933 (Oleg Efternamn3742, id 200212302392, kundnr 3933): 215025.0
konto 3934 (Mats Efternamn3277, id 200305062390, kundnr 3934): 212104.0
konto 3935 (Halae Efternamn3501, id 200308072388, kundnr 3935): 212104.0
konto 3936 (Pia Efternamn3777, id 200408272383, kundnr 3936): 215028.0
konto 3937 (Pontus Efternamn3627, id 200501252399, kundnr 3937): 212104.0
konto 3938 (André Efternamn1584, id 197603292397, kundnr 3938): 215028.0
konto 3939 (Camelea Efternamn2317, id 197607282386, kundnr 3939): 215028.0
konto 3940 (Magnus Efternamn1281, id 197701252392, kundnr 3940): 212104.0
konto 3941 (Sara Efternamn3899, id 200502052384, kundnr 3941): 215006.0
konto 3942 (Alvin Efternamn2078, id 200804012391, kundnr 3942): 212104.0
konto 3943 (Anna Efternamn1889, id 200808172381, kundnr 3943): 215028.0
konto 3944 (Karl Efternamn2114, id 200102212396, kundnr 3944): 215006.0
konto 3945 (Elvira Efternamn2696, id 200601242381, kundnr 3945): 325010.0
konto 3946 (Sixten Efternamn3596, id 200702162397, kundnr 3946): 215006.0
konto 3947 (Monika Efternamn3781, id 200702172388, kundnr 3947): 325010.0
konto 3948 (Jonas Efternamn3408, id 200706042397, kundnr 3948): 215028.0
konto 3949 (Olivia Efternamn1998, id 200706302387, kundnr 3949): 215028.0
konto 3950 (Linda Efternamn3879, id 200710072380, kundnr 3950): 212104.0
konto 3951 (Mikael Sture Efternamn3816, id 200710072398, kundnr 3951): 215006.0
konto 3952 (Veronic Lisbeth Tessie Mary Fidella Efternamn1589, id 200711082388, kundnr 3952): 324024.0
konto 3953 (Felicia Maria Lisa Y Efternamn1415, id 200711092387, kundnr 3953): 212104.0
konto 3954 (Hanna Eva Anna Efternamn2206, id 200711102384, kundnr 3954): 215006.0
konto 3955 (Lilli Madlen Efternamn3119, id 200802152389, kundnr 3955): 215028.0
konto 3956 (Ozzy Paul Efternamn1053, id 200802162396, kundnr 3956): 324024.0
konto 3957 (Sonia Efternamn3863, id 200802212381, kundnr 3957): 212104.0
konto 3958 (Fanni Beatrice Efternamn2632, id 200803062389, kundnr 3958): 215028.0
konto 3959 (Franz Efternamn2326, id 200803082395, kundnr 3959): 215028.0
konto 3960 (Jocke Efternamn2704, id 200804152395, kundnr 3960): 215028.0
konto 3961 (Hans Efternamn2936, id 200804272391, kundnr 3961): 215028.0
konto 3962 (Linda Efternamn2712, id 200805222387, kundnr 3962): 215028.0
konto 3963 (Hans Efternamn2260, id 200806122396, kundnr 3963): 215028.0
konto 3964 (Henrik Efternamn2678, id 200808042394, kundnr 3964): 212104.0
konto 3965 (Tim Efternamn1560, id 200808062392, kundnr 3965): 215028.0
konto 3966 (Isak Efternamn1257, id 200808072391, kundnr 3966): 212104.0
konto 3967 (Pia Efternamn2864, id 200808112387, kundnr 3967): 215028.0
konto 3968 (Urban Efternamn3837, id 200808232391, kundnr 3968): 215028.0
konto 3969 (Johan Efternamn3231, id 200809112394, kundnr 3969): 212104.0
konto 3970 (Hedda Efternamn2987, id 200812282382, kundnr 3970): 324024.0
konto 3971 (Elisabeth Louise Efternamn2639, id 200901112383, kundnr 3971): 215028.0
konto 3972 (Julia Evy Fransiska Efternamn2486, id 200901262386, kundnr 3972): 324024.0
konto 3973 (Torgny Efternamn1417, id 198001252397, kundnr 3973): 215024.0
konto 3974 (Hans Efternamn2318, id 197707222399, kundnr 3974): 215028.0
konto 3975 (Emmy Efternamn3239, id 197710112389, kundnr 3975): 215028.0
konto 3976 (Holger Efternamn2849, id 199211629192, kundnr 3976): 324023.0
konto 3977 (Erhard Efternamn1610, id 197903112394, kundnr 3977): 215028.0
konto 3978 (Justin Claes Efternamn1754, id 197903232390, kundnr 3978): 324024.0
konto 3979 (Sten Efternamn2210, id 197903309230, kundnr 3979): 215020.0
konto 3980 (Åke Efternamn2854, id 197907122399, kundnr 3980): 215028.0
konto 3981 (Maja-Lisa Efternamn2596, id 196312232587, kundnr 3981): 215025.0
konto 3982 (Karin Birgitta Efternamn2680, id 196407313607, kundnr 3982): 215025.0
konto 3983 (Anna Efternamn2317, id 196502023143, kundnr 3983): 325016.0
konto 3984 (Ester Efternamn1470, id 196512073245, kundnr 3984): 215025.0
konto 3985 (Eva Efternamn2029, id 196910199287, kundnr 3985): 215020.0
konto 3986 (Sven Erik Alphons Efternamn3727, id 197003199291, kundnr 3986): 325010.0
konto 3987 (Zenna Efternamn3274, id 199301144516, kundnr 3987): 324023.0
konto 3988 (Josefine Efternamn1157, id 199301162385, kundnr 3988): 215020.0
konto 3989 (Sigrid Efternamn3965, id 199308092387, kundnr 3989): 215028.0
konto 3990 (Henrik Sven Efternamn1128, id 199601287452, kundnr 3990): 215020.0
konto 3991 (Alva Efternamn3123, id 199708082384, kundnr 3991): 325010.0
konto 3992 (Jonas Åke Efternamn2407, id 199801256133, kundnr 3992): 215020.0
konto 3993 (Margareta Kristina Efternamn2064, id 199801282386, kundnr 3993): 215029.0
konto 3994 (Eva Efternamn2370, id 199802122383, kundnr 3994): 212104.0
konto 3995 (Bodil Efternamn3617, id 199808222385, kundnr 3995): 215028.0
konto 3996 (Sara Efternamn2231, id 199812129501, kundnr 3996): 215020.0
konto 3997 (Josefin Matilda Efternamn3229, id 199901178344, kundnr 3997): 215020.0
konto 3998 (Kristina Efternamn2889, id 199901282385, kundnr 3998): 215020.0
konto 3999 (Ylva Efternamn2152, id 199902152389, kundnr 3999): 215028.0
konto 4000 (Morgan Efternamn2499, id 199905262391, kundnr 4000): 215016.0
konto 4001 (Wayne Efternamn2330, id 199906032397, kundnr 4001): 212104.0
konto 4002 (Axel Efternamn1556, id 199906202396, kundnr 4002): 215028.0
konto 4003 (Isabell Efternamn3302, id 199906252383, kundnr 4003): 215028.0
konto 4004 (Annie Efternamn1957, id 199908062384, kundnr 4004): 215028.0
konto 4005 (Anna Efternamn2705, id 199908222384, kundnr 4005): 212104.0
konto 4006 (Emil Efternamn1283, id 199911142397, kundnr 4006): 212104.0
konto 4007 (Tjej Efternamn1311, id 200001142389, kundnr 4007): 215028.0
konto 4008 (Sanna Efternamn3231, id 200004122388, kundnr 4008): 215028.0
konto 4009 (Pontus Efternamn3776, id 200007042393, kundnr 4009): 212104.0
konto 4010 (Anders Efternamn3031, id 200011242393, kundnr 4010): 215025.0
konto 4011 (Mirandra Efternamn3467, id 200012212387, kundnr 4011): 215027.0
konto 4012 (Thaipongna Efternamn2329, id 198308202384, kundnr 4012): 325010.0
konto 4013 (Anna Efternamn1029, id 198310072387, kundnr 4013): 215016.0
konto 4014 (Cecilia Efternamn2317, id 198310092385, kundnr 4014): 215002.0
konto 4015 (Alfred Efternamn1206, id 198310102390, kundnr 4015): 325010.0
konto 4016 (Andréas Efternamn1955, id 198310232395, kundnr 4016): 324024.0
konto 4017 (Berit Efternamn1556, id 198310252385, kundnr 4017): 215028.0
konto 4018 (Olle Efternamn1372, id 198310252393, kundnr 4018): 212104.0
konto 4019 (Nanna Efternamn2152, id 198310282382, kundnr 4019): 215028.0
konto 4020 (Elisabeth Efternamn2493, id 198311102381, kundnr 4020): 215024.0
konto 4021 (Vilda Efternamn2494, id 198312062386, kundnr 4021): 325010.0
konto 4022 (Tore Isak Efternamn2497, id 198401032399, kundnr 4022): 215020.0
konto 4023 (Lill-Sven Efternamn3051, id 198401062396, kundnr 4023): 324024.0
konto 4024 (Herbert Efternamn2330, id 198401132397, kundnr 4024): 212104.0
konto 4025 (Erjon Efternamn3385, id 198906022390, kundnr 4025): 215028.0
konto 4026 (Annika Efternamn1336, id 198906292381, kundnr 4026): 212104.0
konto 4027 (Maria Efternamn2281, id 198907112380, kundnr 4027): 215028.0
konto 4028 (Gunnar Efternamn3636, id 198907222395, kundnr 4028): 215028.0
konto 4029 (Kim Efternamn2468, id 199002032382, kundnr 4029): 215006.0
konto 4030 (Kemira Efternamn2231, id 199105182381, kundnr 4030): 215028.0
konto 4031 (Camilla Anna Mia Efternamn3227, id 199111022381, kundnr 4031): 324023.0
konto 4032 (Ellen Efternamn1772, id 198402192382, kundnr 4032): 325010.0
konto 4033 (Alex Efternamn3829, id 198402272390, kundnr 4033): 325010.0
konto 4034 (Elise Efternamn3059, id 198403272381, kundnr 4034): 325010.0
konto 4035 (Monica Matilda Efternamn1567, id 198405032387, kundnr 4035): 325016.0
konto 4036 (Embla Efternamn1744, id 198405202386, kundnr 4036): 325010.0
konto 4037 (Jonny Efternamn1026, id 198405202394, kundnr 4037): 325010.0
konto 4038 (Elsa Efternamn1394, id 198405232383, kundnr 4038): 325010.0
konto 4039 (Emelie Efternamn3832, id 198406292386, kundnr 4039): 324024.0
konto 4040 (Ante Efternamn3061, id 198406302391, kundnr 4040): 325010.0
konto 4041 (Tor Efternamn2152, id 198407062390, kundnr 4041): 215006.0
konto 4042 (Gerd Efternamn2854, id 198407119281, kundnr 4042): 215028.0
konto 4043 (Anders Efternamn2849, id 198407262396, kundnr 4043): 215028.0
konto 4044 (Dalia Efternamn3439, id 198407272387, kundnr 4044): 325010.0
konto 4045 (Magnus Efternamn2317, id 198409052399, kundnr 4045): 215028.0
konto 4046 (Anders Efternamn1962, id 198409132399, kundnr 4046): 215028.0
konto 4047 (Mathias Rafael Efternamn3262, id 198411302394, kundnr 4047): 212104.0
konto 4048 (Denize Efternamn1965, id 198412132386, kundnr 4048): 324024.0
konto 4049 (Arne Efternamn2849, id 198412232392, kundnr 4049): 215028.0
konto 4050 (Arnold Efternamn1966, id 198501062395, kundnr 4050): 215006.0
konto 4051 (Tekla Diana Efternamn1967, id 198501192382, kundnr 4051): 215016.0
konto 4052 (Axel Efternamn3246, id 198501272390, kundnr 4052): 324024.0
konto 4053 (Mattias Efternamn2152, id 198502222394, kundnr 4053): 212104.0
konto 4054 (Ellen Efternamn2330, id 198504129886, kundnr 4054): 212104.0
konto 4055 (Janna Efternamn2519, id 198504192389, kundnr 4055): 325010.0
konto 4056 (Arne Efternamn1971, id 198504302392, kundnr 4056): 324024.0
konto 4057 (Felizia Efternamn1224, id 198505132384, kundnr 4057): 324024.0
konto 4058 (Sofia Elwira Efternamn3450, id 198505182389, kundnr 4058): 324024.0
konto 4059 (Linda Efternamn1748, id 198506032385, kundnr 4059): 212104.0
konto 4060 (Erik Efternamn2520, id 198506032393, kundnr 4060): 212104.0
konto 4061 (Sissi Chanell Efternamn3451, id 198506122384, kundnr 4061): 325010.0
konto 4062 (Jonah Efternamn3843, id 198506172397, kundnr 4062): 215028.0
konto 4063 (Tindra Efternamn1595, id 198506192387, kundnr 4063): 324024.0
konto 4064 (Ina Efternamn2347, id 198506202384, kundnr 4064): 212104.0
konto 4065 (Vera Efternamn3073, id 198506262388, kundnr 4065): 215028.0
konto 4066 (Erik Efternamn3653, id 198507092396, kundnr 4066): 325010.0
konto 4067 (Mona Efternamn2330, id 198507222381, kundnr 4067): 215028.0
konto 4068 (Atle Efternamn1791, id 198507252396, kundnr 4068): 324024.0
konto 4069 (Baltazar Efternamn3076, id 198508082396, kundnr 4069): 325016.0
konto 4070 (Fideli Efternamn3656, id 198508182386, kundnr 4070): 324024.0
konto 4071 (Marie Efternamn1977, id 198509132380, kundnr 4071): 212104.0
konto 4072 (Benjamin Efternamn3657, id 198509132398, kundnr 4072): 324024.0
konto 4073 (Leéne Efternamn1597, id 198509152388, kundnr 4073): 215020.0
konto 4074 (Yngve Efternamn1369, id 198509262393, kundnr 4074): 212104.0
konto 4075 (Harald Efternamn1016, id 198510102398, kundnr 4075): 325015.0
konto 4076 (Björn Efternamn1227, id 198510172391, kundnr 4076): 324024.0
konto 4077 (Esther Efternamn2727, id 198511062385, kundnr 4077): 324024.0
konto 4078 (Sayonara Efternamn3644, id 198512012389, kundnr 4078): 324023.0
konto 4079 (Helga Efternamn1000, id 198512072383, kundnr 4079): 212104.0
konto 4080 (Jonas Efternamn1554, id 198512282396, kundnr 4080): 215028.0
konto 4081 (Joanna Efternamn1741, id 198601052387, kundnr 4081): 324024.0
konto 4082 (Tiffany Efternamn1558, id 198602222385, kundnr 4082): 215028.0
konto 4083 (Carina Efternamn3798, id 198602232384, kundnr 4083): 215029.0
konto 4084 (Justin Efternamn3029, id 198603082390, kundnr 4084): 215028.0
konto 4085 (Fanny Efternamn2675, id 198605032385, kundnr 4085): 324024.0
konto 4086 (Ester Efternamn3802, id 198605102386, kundnr 4086): 215028.0
konto 4087 (Urban Efternamn1743, id 198605222390, kundnr 4087): 215028.0
konto 4088 (Mikael Efternamn1008, id 198606032392, kundnr 4088): 325010.0
konto 4089 (Sara Efternamn1556, id 198607122382, kundnr 4089): 215028.0
konto 4090 (Caspar Efternamn1747, id 198607132399, kundnr 4090): 324024.0
konto 4091 (Charlotta Efternamn2473, id 198608092386, kundnr 4091): 325010.0
konto 4092 (Ofelia Efternamn1371, id 198608122381, kundnr 4092): 215028.0
konto 4093 (Melker Efternamn1024, id 198610022397, kundnr 4093): 215028.0
konto 4094 (Eva Karin Margareta Efternamn1025, id 198611202386, kundnr 4094): 215020.0
konto 4095 (Jaako Efternamn1948, id 198611202394, kundnr 4095): 325010.0
konto 4096 (Karim Efternamn3246, id 198612122393, kundnr 4096): 215028.0
konto 4097 (Frode Gunnar Bjarne Efternamn3422, id 198612199995, kundnr 4097): 324023.0
konto 4098 (Freja Efternamn2681, id 198701032388, kundnr 4098): 215028.0
konto 4099 (Owe Efternamn1373, id 198701032396, kundnr 4099): 212104.0
konto 4100 (Matheo Efternamn2684, id 198701262399, kundnr 4100): 215028.0
konto 4101 (Igor Efternamn1190, id 198702202394, kundnr 4101): 215016.0
konto 4102 (Osvald Efternamn2851, id 198703172398, kundnr 4102): 325010.0
konto 4103 (Marlon Efternamn1376, id 198703222391, kundnr 4103): 215006.0
konto 4104 (Tallulah Efternamn3620, id 198703262389, kundnr 4104): 215028.0
konto 4105 (Arvo Efternamn3809, id 198704062390, kundnr 4105): 324024.0
konto 4106 (Cassandra Olivia Josefin Hanna-Clara Efternamn2689, id 198706022384, kundnr 4106): 212104.0
konto 4107 (Deniz Efternamn1194, id 198706292383, kundnr 4107): 215028.0
konto 4108 (Lina Efternamn2854, id 198707012384, kundnr 4108): 212104.0
konto 4109 (Devin Efternamn3039, id 198707192392, kundnr 4109): 215028.0
konto 4110 (David Efternamn2144, id 198707242395, kundnr 4110): 324024.0
konto 4111 (Fabian Efternamn2480, id 198710122394, kundnr 4111): 215028.0
konto 4112 (Berth Efternamn2858, id 198711182397, kundnr 4112): 215028.0
konto 4113 (Ebbe Efternamn1921, id 198712022394, kundnr 4113): 215028.0
konto 4114 (Denny Efternamn3981, id 198801062392, kundnr 4114): 215028.0
konto 4115 (Edith Efternamn3018, id 198801102388, kundnr 4115): 215028.0
konto 4116 (Tora Efternamn3953, id 198801132385, kundnr 4116): 215028.0
konto 4117 (Elliot Efternamn2461, id 198802232390, kundnr 4117): 215028.0
konto 4118 (Ing-Charlotte Efternamn3216, id 198803092389, kundnr 4118): 215028.0
konto 4119 (Classe Efternamn3985, id 198805072397, kundnr 4119): 212104.0
konto 4120 (August Efternamn3602, id 198807042398, kundnr 4120): 215028.0
konto 4121 (Lovisa Efternamn1174, id 198807202380, kundnr 4121): 215028.0
konto 4122 (Efe Efternamn3103, id 198808172392, kundnr 4122): 215028.0
konto 4123 (Sam Efternamn2131, id 198809302394, kundnr 4123): 215028.0
konto 4124 (Scott Efternamn2685, id 198811212391, kundnr 4124): 215028.0
konto 4125 (Samuel Efternamn1773, id 198810162399, kundnr 4125): 215028.0
konto 4126 (Sebastian Efternamn2673, id 198901132392, kundnr 4126): 215028.0
konto 4127 (Inez Efternamn2105, id 198901282387, kundnr 4127): 215028.0
konto 4128 (Lennart Efternamn3277, id 198902162398, kundnr 4128): 212104.0
konto 4129 (Anki Efternamn2134, id 198902172389, kundnr 4129): 325010.0
konto 4130 (Sixten Efternamn3023, id 198903122391, kundnr 4130): 215028.0
konto 4131 (Nadine Efternamn3024, id 198903162389, kundnr 4131): 215028.0
konto 4132 (Sofia Efternamn1739, id 198904032383, kundnr 4132): 215006.0
konto 4133 (Ola Efternamn2849, id 198905052398, kundnr 4133): 325010.0
konto 4134 (Lia Efternamn2198, id 198204112380, kundnr 4134): 212104.0
konto 4135 (Wilma Efternamn1631, id 198204142387, kundnr 4135): 215028.0
konto 4136 (Björn Ingemar Efternamn1788, id 198204202397, kundnr 4136): 325010.0
konto 4137 (Bruno Efternamn3678, id 198205092391, kundnr 4137): 212104.0
konto 4138 (Katarina Olivia Efternamn1823, id 198205112389, kundnr 4138): 215020.0
konto 4139 (Harald Efternamn2680, id 198205132395, kundnr 4139): 215016.0
konto 4140 (Sonny Efternamn1067, id 198206092390, kundnr 4140): 215016.0
konto 4141 (Bert Efternamn2339, id 198206222393, kundnr 4141): 212104.0
konto 4142 (Urban Efternamn1372, id 198206242391, kundnr 4142): 215028.0
konto 4143 (Elvin Efternamn1636, id 198207072391, kundnr 4143): 215028.0
konto 4144 (Renée Efternamn1073, id 198208182389, kundnr 4144): 215006.0
konto 4145 (Roger John Efternamn2156, id 198208302391, kundnr 4145): 324024.0
konto 4146 (Muriel Efternamn1638, id 198210042381, kundnr 4146): 215024.0
konto 4147 (Moritz Efternamn2201, id 198210092394, kundnr 4147): 212104.0
konto 4148 (Lovisa Efternamn1230, id 198210102383, kundnr 4148): 212104.0
konto 4149 (Malkolm Efternamn1433, id 198210182393, kundnr 4149): 215006.0
konto 4150 (Ingmar Tyko Efternamn3838, id 198210312396, kundnr 4150): 215027.0
konto 4151 (Ebbe Efternamn2889, id 198211192391, kundnr 4151): 212104.0
konto 4152 (Molly Efternamn2175, id 198212042389, kundnr 4152): 212104.0
konto 4153 (Ylva Efternamn3622, id 198212102381, kundnr 4153): 215028.0
konto 4154 (Kewin Efternamn3285, id 198212232394, kundnr 4154): 212104.0
konto 4155 (Johan Mikael Efternamn2317, id 198301032390, kundnr 4155): 215006.0
konto 4156 (Adam Efternamn3870, id 198301092394, kundnr 4156): 212104.0
konto 4157 (Doris Efternamn2533, id 198302112381, kundnr 4157): 325010.0
konto 4158 (Donia Efternamn1056, id 198303169281, kundnr 4158): 325010.0
konto 4159 (Cecilia Lisa Efternamn3090, id 198304122388, kundnr 4159): 324023.0
konto 4160 (Anita Efternamn1798, id 198305112388, kundnr 4160): 215028.0
konto 4161 (Carin Agnes Cecilia Efternamn2676, id 198305119284, kundnr 4161): 215027.0
konto 4162 (Mia Efternamn3662, id 198305132386, kundnr 4162): 324024.0
konto 4163 (Adam Efternamn1764, id 198306122394, kundnr 4163): 215024.0
konto 4164 (Claes Efternamn3617, id 198306152391, kundnr 4164): 215028.0
konto 4165 (Elin Efternamn2151, id 198308062382, kundnr 4165): 325010.0
